indicator_id,country_id,year,value,magnitude,qualifier
PREPFUTURE.1.MATH.GPIA,ZMB,2023,1.118445754051208,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,ZWE,2006,0.9281944036483764,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,ZWE,2013,1.14270031452179,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,ALB,2000,1.192581534385681,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,ALB,2009,1.091860294342041,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,ALB,2012,1.031087279319763,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,ALB,2015,1.098969221115112,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,ALB,2018,1.072835326194763,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,ALB,2022,1.226864814758301,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,ARG,2000,1.136975765228271,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,ARG,2006,0.973201870918274,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,ARG,2009,0.9724944829940796,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,ARG,2012,0.9086348414421082,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,ARG,2018,0.8831871747970581,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,ARG,2022,0.9214602708816528,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,ARM,2003,1.095593333244324,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,ARM,2007,1.020593881607056,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,ARM,2011,1.095909357070923,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,ARM,2015,1.073800563812256,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,AUS,2000,0.990960419178009,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,AUS,2003,1.02447783946991,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,AUS,2006,0.9947885274887084,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,AUS,2009,0.995467722415924,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,AUS,2012,0.96970933675766,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,AUS,2015,1.0075523853302,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,AUS,2018,0.9993872046470642,NA,NA
PREPFUTURE.2.MATH.GPIA,AUS,2022,0.993480384349823,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,AUT,2000,0.948641836643219,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,AUT,2003,1.010796546936035,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,AUT,2006,0.9351325035095216,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,AUT,2009,0.9537904858589172,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,AUT,2012,0.9413501024246216,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,AUT,2015,0.9282993078231812,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,AUT,2018,0.9895272850990297,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,AUT,2022,0.9465420246124268,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,AZE,2006,0.961319863796234,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,AZE,2009,0.8519496917724609,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,AZE,2022,1.058964371681213,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,BEL,2000,1.040327787399292,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,BEL,2003,1.034363746643066,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,BEL,2006,1.032294034957886,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,BEL,2009,0.9733564257621764,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,BEL,2012,1.022890210151672,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,BEL,2015,0.9956165552139282,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,BEL,2018,0.9875013828277588,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,BEL,2022,1.024039387702942,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,BGR,2000,1.031105399131775,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,BGR,2006,1.048858880996704,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,BGR,2009,1.024338841438293,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,BGR,2012,1.039451956748962,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,BGR,2015,1.039473533630371,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,BGR,2018,1.019776821136475,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,BGR,2022,1.054472684860229,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,BLR,2018,0.9916057586669922,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,BRA,2000,0.7776592373847961,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,BRA,2003,0.9645088315010072,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,BRA,2006,0.9147339463233948,NA,UIS_EST
PREPFUTURE.2.MATH.GPIA,BRA,2009,0.958545982837677,NA,UIS_EST
