"Family","Binomial","Toxicity & Dangerousness"
"Viperidae","Bothrops taeniatus","venomous bite – very dangerous"
"Viperidae","Bothrops venezuelensis","venomous bite – very dangerous"
"Atractaspididae","Brachyophis revoili","venomous bite – unknown dangerousness"
"Homalopsidae","Brachyorrhos albus","venomous bite – unknown dangerousness"
"Homalopsidae","Brachyorrhos gastrotaenius","unclear toxicity"
"Homalopsidae","Brachyorrhos pygmaeus",""
"Homalopsidae","Brachyorrhos raffrayi","unclear toxicity"
"Homalopsidae","Brachyorrhos wallacei","unclear toxicity"
"Elapidae","Brachyurophis approximans","venomous bite – potentially dangerous"
"Elapidae","Brachyurophis australis","venomous bite – unknown dangerousness"
"Elapidae","Brachyurophis campbelli","venomous bite – unknown dangerousness"
"Elapidae","Brachyurophis fasciolatus","venomous bite – unknown dangerousness"
"Elapidae","Brachyurophis incinctus","venomous bite – unknown dangerousness"
"Elapidae","Brachyurophis morrisi","venomous bite – unknown dangerousness"
"Elapidae","Brachyurophis roperi","venomous bite – unknown dangerousness"
"Elapidae","Brachyurophis semifasciatus","venomous bite – unknown dangerousness"
"Pseudoxyrhophiidae","Brygophis coulangesi","unclear toxicity"
"incertae sedis","Buhoma depressiceps","unclear toxicity"
"incertae sedis","Buhoma procterae","unclear toxicity"
"incertae sedis","Buhoma vauerocegae","unclear toxicity"
"Elapidae","Bungarus andamanensis","venomous bite – very dangerous"
"Elapidae","Bungarus bungaroides","venomous bite – very dangerous"
"Elapidae","Bungarus caeruleus","venomous bite – very dangerous"
"Elapidae","Bungarus candidus","venomous bite – very dangerous"
"Elapidae","Bungarus ceylonicus","venomous bite – very dangerous"
"Elapidae","Bungarus fasciatus","venomous bite – very dangerous"
"Elapidae","Bungarus flaviceps","venomous bite – very dangerous"
"Elapidae","Bungarus lividus","venomous bite – very dangerous"
"Elapidae","Bungarus magnimaculatus","venomous bite – very dangerous"
"Elapidae","Bungarus multicinctus","venomous bite – very dangerous"
"Elapidae","Bungarus niger","venomous bite – very dangerous"
"Elapidae","Bungarus persicus","venomous bite – very dangerous"
"Elapidae","Bungarus sagittatus",""
"Elapidae","Bungarus sindanus","venomous bite – very dangerous"
"Elapidae","Bungarus slowinskii","venomous bite – very dangerous"
"Elapidae","Bungarus suzhenae",""
"Elapidae","Bungarus walli","venomous bite – very dangerous"
"Elapidae","Bungarus wanghaotingi",""
"Colubridae","Caaeteboia amarali","unclear toxicity"
"Colubridae","Caaeteboia gaeli",""
"Elapidae","Cacophis churchilli","venomous bite – potentially dangerous"
"Elapidae","Cacophis harriettae","venomous bite – potentially dangerous"
"Elapidae","Cacophis krefftii","venomous bite – potentially dangerous"
"Elapidae","Cacophis squamulosus","venomous bite – potentially dangerous"
"Boidae","Calabaria reinhardtii",""
"Colubridae","Calamaria abramovi","unclear toxicity"
"Colubridae","Calamaria abstrusa","unclear toxicity"
"Colubridae","Calamaria acutirostris","unclear toxicity"
"Colubridae","Calamaria albiventer","unclear toxicity"
"Colubridae","Calamaria alcalai",""
"Colubridae","Calamaria alidae","unclear toxicity"
"Colubridae","Calamaria andersoni",""
"Colubridae","Calamaria apraeocularis","unclear toxicity"
"Colubridae","Calamaria arcana",""
"Colubridae","Calamaria banggaiensis","unclear toxicity"
"Colubridae","Calamaria battersbyi","unclear toxicity"
"Colubridae","Calamaria bicolor","unclear toxicity"
"Colubridae","Calamaria bitorques","unclear toxicity"
"Colubridae","Calamaria boesemani","unclear toxicity"
"Colubridae","Calamaria borneensis","unclear toxicity"
"Colubridae","Calamaria brongersmai","unclear toxicity"
"Colubridae","Calamaria buchi","unclear toxicity"
"Colubridae","Calamaria butonensis","unclear toxicity"
"Colubridae","Calamaria ceramensis","unclear toxicity"
"Colubridae","Calamaria concolor","unclear toxicity"
